日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余量,融券卖出量,融券偿还量,融券净卖出,融资融券余额
2020-10-12,197.98亿,11.77亿,8.99亿,2.79亿,0.0,0.0,0.0,0.0,197.98亿
2020-12-21,228.71亿,6.74亿,6.32亿,4225.43万,0.0,0.0,0.0,0.0,228.71亿
2020-12-18,228.29亿,5.94亿,4.86亿,1.08亿,0.0,0.0,0.0,0.0,228.29亿
2020-12-17,227.21亿,6.70亿,6.07亿,6298.96万,0.0,0.0,0.0,0.0,227.21亿
2020-12-16,226.58亿,3.94亿,4.64亿,-6921.41万,0.0,0.0,0.0,0.0,226.58亿
2020-12-15,227.27亿,2.40亿,3.18亿,-7896.25万,0.0,0.0,0.0,0.0,227.27亿
2020-12-14,228.06亿,5.15亿,4.78亿,3686.49万,0.0,0.0,0.0,0.0,228.06亿
2020-12-11,227.70亿,3.53亿,4.35亿,-8199.54万,0.0,0.0,0.0,0.0,227.70亿
2020-12-10,228.52亿,3.45亿,2.77亿,6777.29万,0.0,0.0,0.0,0.0,228.52亿
2020-12-09,227.84亿,5.91亿,5.66亿,2409.04万,0.0,0.0,0.0,0.0,227.84亿
2020-12-08,227.60亿,3.12亿,3.95亿,-8349.42万,0.0,0.0,0.0,0.0,227.60亿
2020-12-07,228.43亿,4.96亿,4.67亿,2892.06万,0.0,0.0,0.0,0.0,228.43亿
2020-12-04,228.14亿,3.10亿,3.66亿,-5549.21万,0.0,0.0,0.0,0.0,228.14亿
2020-12-03,228.70亿,5.56亿,6.76亿,-1.20亿,0.0,0.0,0.0,0.0,228.70亿
2020-12-02,229.90亿,4.96亿,5.09亿,-1274.55万,0.0,0.0,0.0,0.0,229.90亿
2020-12-01,230.03亿,6.01亿,4.51亿,1.50亿,0.0,0.0,0.0,0.0,230.03亿
2020-11-30,228.53亿,5.28亿,5.16亿,1263.48万,0.0,0.0,0.0,0.0,228.53亿
2020-11-27,228.40亿,1.43亿,2.14亿,-7115.23万,0.0,0.0,0.0,0.0,228.40亿
2020-11-26,229.11亿,4.12亿,3.73亿,3884.01万,0.0,0.0,0.0,0.0,229.11亿
2020-11-25,228.72亿,4.25亿,3.77亿,4809.81万,0.0,0.0,0.0,0.0,228.72亿
2020-11-24,228.24亿,5.82亿,5.30亿,5199.64万,0.0,0.0,0.0,0.0,228.24亿
2020-11-23,227.72亿,6.26亿,5.66亿,6004.47万,0.0,0.0,0.0,0.0,227.72亿
2020-11-20,227.12亿,5.36亿,6.81亿,-1.46亿,0.0,0.0,0.0,0.0,227.12亿
2020-11-19,228.58亿,3.93亿,5.74亿,-1.81亿,0.0,0.0,0.0,0.0,228.58亿
2020-11-18,230.39亿,6.67亿,5.14亿,1.52亿,0.0,0.0,0.0,0.0,230.39亿
2020-11-17,228.86亿,6.71亿,3.79亿,2.92亿,0.0,0.0,0.0,0.0,228.86亿
2020-11-16,225.94亿,3.11亿,3.49亿,-3826.90万,0.0,0.0,0.0,0.0,225.94亿
2020-11-13,226.33亿,5.51亿,4.03亿,1.48亿,0.0,0.0,0.0,0.0,226.33亿
2020-11-12,224.84亿,11.21亿,7.29亿,3.92亿,0.0,0.0,0.0,0.0,224.84亿
2020-11-11,220.93亿,4.39亿,4.42亿,-294.75万,0.0,0.0,0.0,0.0,220.93亿
2020-11-10,220.96亿,5.76亿,4.64亿,1.13亿,0.0,0.0,0.0,0.0,220.96亿
2020-11-09,219.83亿,4.78亿,4.31亿,4742.36万,0.0,0.0,0.0,0.0,219.83亿
2020-11-06,219.35亿,5.79亿,4.24亿,1.54亿,0.0,0.0,0.0,0.0,219.35亿
2020-11-05,217.81亿,3.41亿,3.71亿,-3052.21万,0.0,0.0,0.0,0.0,217.81亿
2020-11-04,218.12亿,2.17亿,1.59亿,5750.66万,0.0,0.0,0.0,0.0,218.12亿
2020-11-03,217.54亿,4.44亿,1.65亿,2.79亿,0.0,0.0,0.0,0.0,217.54亿
2020-11-02,214.75亿,5.70亿,4.95亿,7431.04万,0.0,0.0,0.0,0.0,214.75亿
2020-10-30,214.01亿,2.59亿,3.07亿,-4806.11万,0.0,0.0,0.0,0.0,214.01亿
2020-10-29,214.49亿,6.33亿,4.25亿,2.08亿,0.0,0.0,0.0,0.0,214.49亿
2020-10-28,212.41亿,5.17亿,3.40亿,1.77亿,0.0,0.0,0.0,0.0,212.41亿
2020-10-27,210.64亿,4.31亿,2.97亿,1.35亿,0.0,0.0,0.0,0.0,210.64亿
2020-10-26,209.29亿,4.95亿,6.13亿,-1.18亿,0.0,0.0,0.0,0.0,209.29亿
2020-10-23,210.47亿,4.39亿,3.19亿,1.20亿,0.0,0.0,0.0,0.0,210.47亿
2020-10-22,209.27亿,11.50亿,7.52亿,3.99亿,0.0,0.0,0.0,0.0,209.27亿
2020-10-21,205.29亿,6.56亿,4.24亿,2.32亿,0.0,0.0,0.0,0.0,205.29亿
2020-10-20,202.97亿,6.86亿,5.55亿,1.31亿,0.0,0.0,0.0,0.0,202.97亿
2020-10-19,201.66亿,5.70亿,4.34亿,1.36亿,0.0,0.0,0.0,0.0,201.66亿
2020-10-16,200.30亿,1.52亿,1.80亿,-2830.98万,0.0,0.0,0.0,0.0,200.30亿
2020-10-15,200.59亿,7.55亿,5.58亿,1.96亿,0.0,0.0,0.0,0.0,200.59亿
2020-10-14,198.62亿,5.81亿,5.34亿,4694.87万,0.0,0.0,0.0,0.0,198.62亿
2020-10-13,198.15亿,6.94亿,6.77亿,1700.36万,0.0,0.0,0.0,0.0,198.15亿
2020-12-22,228.66亿,3.98亿,4.03亿,-492.72万,0.0,0.0,0.0,0.0,228.66亿
2020-12-23,228.26亿,3.20亿,3.61亿,-4090.91万,0.0,0.0,0.0,0.0,228.26亿
2020-12-25,228.85亿,6.90亿,5.44亿,1.46亿,0.0,0.0,0.0,0.0,228.85亿
2020-12-24,227.39亿,4.86亿,5.72亿,-8649.92万,0.0,0.0,0.0,0.0,227.39亿
2020-12-28,227.67亿,6.83亿,8.01亿,-1.18亿,0.0,0.0,0.0,0.0,227.67亿
2020-12-29,228.20亿,4.43亿,3.89亿,5368.62万,0.0,0.0,0.0,0.0,228.20亿
2020-12-30,226.27亿,1.91亿,3.84亿,-1.94亿,0.0,0.0,0.0,0.0,226.27亿
2020-12-31,225.46亿,2.22亿,3.03亿,-8077.52万,0.0,0.0,0.0,0.0,225.46亿
2021-01-04,225.18亿,2.98亿,3.26亿,-2836.25万,0.0,0.0,0.0,0.0,225.18亿
2021-01-05,226.99亿,5.68亿,3.87亿,1.82亿,0.0,0.0,0.0,0.0,226.99亿
2021-01-06,226.66亿,2.82亿,3.15亿,-3317.64万,0.0,0.0,0.0,0.0,226.66亿
2021-01-07,225.59亿,3.69亿,4.76亿,-1.07亿,0.0,0.0,0.0,0.0,225.59亿
2021-01-08,225.07亿,4.55亿,5.06亿,-5168.33万,0.0,0.0,0.0,0.0,225.07亿
2021-01-11,224.84亿,1.78亿,2.02亿,-2395.20万,0.0,0.0,0.0,0.0,224.84亿
2021-01-12,224.97亿,4.85亿,4.71亿,1364.83万,0.0,0.0,0.0,0.0,224.97亿
2021-01-13,224.10亿,1.40亿,2.27亿,-8694.40万,0.0,0.0,0.0,0.0,224.10亿
2021-01-15,222.42亿,8765.44万,1.31亿,-4329.22万,0.0,0.0,0.0,0.0,222.42亿
2021-01-14,222.86亿,2.31亿,3.56亿,-1.25亿,0.0,0.0,0.0,0.0,222.86亿
2021-01-18,222.77亿,4.02亿,3.67亿,3517.50万,0.0,0.0,0.0,0.0,222.77亿
2021-01-19,221.55亿,2.37亿,3.59亿,-1.22亿,0.0,0.0,0.0,0.0,221.55亿
2021-01-20,220.46亿,1.50亿,2.59亿,-1.09亿,0.0,0.0,0.0,0.0,220.46亿
2021-01-21,219.09亿,3.18亿,4.55亿,-1.37亿,0.0,0.0,0.0,0.0,219.09亿
2021-01-22,218.84亿,3.90亿,4.15亿,-2539.49万,0.0,0.0,0.0,0.0,218.84亿
2021-01-25,220.65亿,4.13亿,2.32亿,1.81亿,0.0,0.0,0.0,0.0,220.65亿
2021-01-26,220.34亿,1.18亿,1.48亿,-3042.80万,0.0,0.0,0.0,0.0,220.34亿
2021-01-27,218.91亿,1.94亿,3.37亿,-1.43亿,0.0,0.0,0.0,0.0,218.91亿
2021-01-28,217.86亿,1.58亿,2.64亿,-1.06亿,0.0,0.0,0.0,0.0,217.86亿
2021-01-29,217.07亿,2.48亿,3.26亿,-7875.28万,0.0,0.0,0.0,0.0,217.07亿
2021-02-02,216.55亿,2.84亿,2.41亿,4278.48万,0.0,0.0,0.0,0.0,216.55亿
2021-02-01,216.13亿,1.66亿,2.60亿,-9437.67万,0.0,0.0,0.0,0.0,216.13亿
2021-02-03,217.93亿,8.55亿,7.18亿,1.37亿,0.0,0.0,0.0,0.0,217.93亿
2021-02-04,217.16亿,2.96亿,3.73亿,-7703.01万,0.0,0.0,0.0,0.0,217.16亿
2021-02-05,216.78亿,3.53亿,3.90亿,-3748.06万,0.0,0.0,0.0,0.0,216.78亿
2021-02-08,215.76亿,2.31亿,3.33亿,-1.02亿,0.0,0.0,0.0,0.0,215.76亿
2021-02-10,215.04亿,1.40亿,1.94亿,-5385.36万,0.0,0.0,0.0,0.0,215.04亿
2021-02-09,215.58亿,2.26亿,2.44亿,-1812.01万,0.0,0.0,0.0,0.0,215.58亿
2021-02-18,215.49亿,3.04亿,2.59亿,4540.07万,0.0,0.0,0.0,0.0,215.49亿
2021-02-19,216.06亿,1.58亿,1.01亿,5660.96万,0.0,0.0,0.0,0.0,216.06亿
2021-02-23,216.25亿,3.55亿,3.54亿,95.59万,0.0,0.0,0.0,0.0,216.25亿
2021-02-22,216.24亿,2.73亿,2.55亿,1851.24万,0.0,0.0,0.0,0.0,216.24亿
2021-02-24,214.40亿,1.78亿,3.64亿,-1.85亿,0.0,0.0,0.0,0.0,214.40亿
2021-02-25,214.62亿,1.94亿,1.72亿,2212.96万,0.0,0.0,0.0,0.0,214.62亿
2021-02-26,213.52亿,2.09亿,3.20亿,-1.11亿,0.0,0.0,0.0,0.0,213.52亿
2021-03-01,213.98亿,2.69亿,2.23亿,4612.97万,0.0,0.0,0.0,0.0,213.98亿
2021-03-02,215.28亿,6.05亿,4.75亿,1.30亿,0.0,0.0,0.0,0.0,215.28亿
2021-03-03,215.01亿,1.59亿,1.86亿,-2770.59万,0.0,0.0,0.0,0.0,215.01亿
2021-03-04,215.59亿,2.65亿,2.07亿,5801.92万,0.0,0.0,0.0,0.0,215.59亿
2021-03-05,215.38亿,3.26亿,3.46亿,-2020.40万,0.0,0.0,0.0,0.0,215.38亿
2021-03-08,215.08亿,2.48亿,2.78亿,-3070.10万,0.0,0.0,0.0,0.0,215.08亿
2021-03-09,214.92亿,3.21亿,3.36亿,-1516.66万,0.0,0.0,0.0,0.0,214.92亿
2021-03-10,215.61亿,3.54亿,2.86亿,6848.80万,0.0,0.0,0.0,0.0,215.61亿
2021-03-11,215.84亿,7.55亿,7.32亿,2341.48万,0.0,0.0,0.0,0.0,215.84亿
2021-03-15,216.81亿,4.97亿,4.01亿,9540.91万,0.0,0.0,0.0,0.0,216.81亿
2021-03-12,215.86亿,1.80亿,1.79亿,123.20万,0.0,0.0,0.0,0.0,215.86亿
2021-03-16,220.18亿,6.23亿,2.86亿,3.37亿,0.0,0.0,0.0,0.0,220.18亿
2021-03-17,222.06亿,5.63亿,3.74亿,1.89亿,0.0,0.0,0.0,0.0,222.06亿
2021-03-18,220.67亿,2.01亿,3.40亿,-1.39亿,0.0,0.0,0.0,0.0,220.67亿
2021-03-19,221.11亿,1.94亿,1.49亿,4425.13万,0.0,0.0,0.0,0.0,221.11亿
2021-03-22,222.61亿,6.58亿,5.08亿,1.50亿,0.0,0.0,0.0,0.0,222.61亿
2021-03-24,228.96亿,9.46亿,3.80亿,5.67亿,0.0,0.0,0.0,0.0,228.96亿
2021-03-23,223.29亿,4.45亿,3.77亿,6805.45万,0.0,0.0,0.0,0.0,223.29亿
2021-03-29,237.89亿,8.05亿,3.86亿,4.19亿,0.0,0.0,0.0,0.0,237.89亿
2021-03-26,233.70亿,8.40亿,4.26亿,4.14亿,0.0,0.0,0.0,0.0,233.70亿
2021-03-25,229.56亿,3.45亿,2.84亿,6039.77万,0.0,0.0,0.0,0.0,229.56亿
2021-03-30,237.69亿,1.94亿,2.15亿,-2088.65万,0.0,0.0,0.0,0.0,237.69亿
2021-03-31,240.11亿,4.75亿,2.33亿,2.42亿,0.0,0.0,0.0,0.0,240.11亿
2021-04-01,238.99亿,3.13亿,4.25亿,-1.12亿,0.0,0.0,0.0,0.0,238.99亿
2021-04-06,240.77亿,6.22亿,4.11亿,2.11亿,0.0,0.0,0.0,0.0,240.77亿
2021-04-02,238.67亿,2.08亿,2.41亿,-3275.93万,0.0,0.0,0.0,0.0,238.67亿
2021-04-09,243.43亿,2.55亿,1.46亿,1.09亿,0.0,0.0,0.0,0.0,243.43亿
2021-04-08,242.34亿,2.96亿,1.67亿,1.29亿,0.0,0.0,0.0,0.0,242.34亿
2021-04-07,241.06亿,6.01亿,5.73亿,2809.32万,0.0,0.0,0.0,0.0,241.06亿
2021-04-12,243.79亿,2.24亿,1.87亿,3623.15万,0.0,0.0,0.0,0.0,243.79亿
2021-04-13,244.03亿,2.06亿,1.82亿,2390.64万,0.0,0.0,0.0,0.0,244.03亿
2021-04-14,243.70亿,2.09亿,2.42亿,-3310.86万,0.0,0.0,0.0,0.0,243.70亿
2021-04-19,244.94亿,3.11亿,3.02亿,883.98万,0.0,0.0,0.0,0.0,244.94亿
2021-04-16,244.85亿,1.91亿,2.26亿,-3557.42万,0.0,0.0,0.0,0.0,244.85亿
2021-04-15,245.21亿,5.39亿,3.88亿,1.51亿,0.0,0.0,0.0,0.0,245.21亿
2021-04-20,244.72亿,2.24亿,2.46亿,-2227.76万,0.0,0.0,0.0,0.0,244.72亿
2021-04-22,243.14亿,3.33亿,4.55亿,-1.21亿,0.0,0.0,0.0,0.0,243.14亿
2021-04-21,244.35亿,3.29亿,3.66亿,-3666.73万,0.0,0.0,0.0,0.0,244.35亿
2021-04-23,241.88亿,2.74亿,4.00亿,-1.26亿,0.0,0.0,0.0,0.0,241.88亿
2021-04-26,240.50亿,1.91亿,3.30亿,-1.39亿,0.0,0.0,0.0,0.0,240.50亿
2021-04-28,239.34亿,4.40亿,4.44亿,-427.26万,0.0,0.0,0.0,0.0,239.34亿
2021-04-27,239.39亿,2.64亿,3.75亿,-1.11亿,0.0,0.0,0.0,0.0,239.39亿
2021-05-07,238.79亿,4.01亿,2.93亿,1.08亿,0.0,0.0,0.0,0.0,238.79亿
2021-05-06,237.71亿,4.33亿,4.23亿,978.47万,0.0,0.0,0.0,0.0,237.71亿
2021-04-30,237.62亿,2.49亿,2.99亿,-4951.24万,0.0,0.0,0.0,0.0,237.62亿
2021-04-29,238.11亿,1.59亿,2.83亿,-1.23亿,0.0,0.0,0.0,0.0,238.11亿
2021-05-11,238.81亿,3.52亿,3.39亿,1266.63万,0.0,0.0,0.0,0.0,238.81亿
2021-05-10,238.69亿,4.38亿,4.48亿,-1035.78万,0.0,0.0,0.0,0.0,238.69亿
2021-05-12,239.19亿,2.68亿,2.30亿,3764.82万,0.0,0.0,0.0,0.0,239.19亿
2021-05-13,239.43亿,1.86亿,1.62亿,2361.54万,0.0,0.0,0.0,0.0,239.43亿
2021-05-14,239.58亿,3.50亿,3.34亿,1557.51万,0.0,0.0,0.0,0.0,239.58亿
2021-05-17,240.35亿,6.16亿,5.39亿,7656.73万,0.0,0.0,0.0,0.0,240.35亿
2021-05-18,240.25亿,2.71亿,2.80亿,-978.76万,0.0,0.0,0.0,0.0,240.25亿
2021-05-19,243.37亿,7.81亿,4.69亿,3.12亿,0.0,0.0,0.0,0.0,243.37亿
2021-05-20,243.84亿,4.44亿,3.97亿,4734.49万,0.0,0.0,0.0,0.0,243.84亿
2021-05-21,245.91亿,3.88亿,1.81亿,2.07亿,0.0,0.0,0.0,0.0,245.91亿
2021-05-24,244.47亿,2.93亿,4.37亿,-1.44亿,0.0,0.0,0.0,0.0,244.47亿
2021-05-25,245.94亿,3.94亿,2.47亿,1.47亿,0.0,0.0,0.0,0.0,245.94亿
2021-05-26,245.23亿,6.21亿,6.93亿,-7174.92万,0.0,0.0,0.0,0.0,245.23亿
2021-05-28,246.42亿,4.43亿,2.78亿,1.64亿,0.0,0.0,0.0,0.0,246.42亿
2021-05-27,244.77亿,7.58亿,8.04亿,-4522.48万,0.0,0.0,0.0,0.0,244.77亿
2021-05-31,248.06亿,6.36亿,4.72亿,1.64亿,0.0,0.0,0.0,0.0,248.06亿
2021-06-01,249.26亿,4.64亿,3.44亿,1.20亿,0.0,0.0,0.0,0.0,249.26亿
2021-06-02,249.81亿,4.09亿,3.55亿,5470.68万,0.0,0.0,0.0,0.0,249.81亿
2021-06-03,251.48亿,4.39亿,2.72亿,1.67亿,0.0,0.0,0.0,0.0,251.48亿
2021-06-04,252.77亿,3.42亿,2.13亿,1.29亿,0.0,0.0,0.0,0.0,252.77亿
2021-06-07,254.43亿,4.98亿,3.33亿,1.65亿,0.0,0.0,0.0,0.0,254.43亿
2021-06-08,255.32亿,6.21亿,5.31亿,8952.55万,0.0,0.0,0.0,0.0,255.32亿
2021-06-10,257.68亿,4.00亿,1.61亿,2.39亿,0.0,0.0,0.0,0.0,257.68亿
2021-06-09,255.30亿,3.92亿,3.95亿,-249.54万,0.0,0.0,0.0,0.0,255.30亿
2021-06-15,258.49亿,2.95亿,2.19亿,7629.26万,0.0,0.0,0.0,0.0,258.49亿
2021-06-11,257.73亿,2.81亿,2.76亿,470.85万,0.0,0.0,0.0,0.0,257.73亿
2021-06-21,258.69亿,2.88亿,1.88亿,9930.13万,0.0,0.0,0.0,0.0,258.69亿
2021-06-18,257.70亿,5.27亿,6.53亿,-1.27亿,0.0,0.0,0.0,0.0,257.70亿
2021-06-17,258.97亿,2.93亿,4.03亿,-1.10亿,0.0,0.0,0.0,0.0,258.97亿
2021-06-16,260.06亿,5.24亿,3.66亿,1.57亿,0.0,0.0,0.0,0.0,260.06亿
2021-06-22,259.26亿,4.44亿,3.88亿,5636.09万,0.0,0.0,0.0,0.0,259.26亿
2021-06-28,261.73亿,3.57亿,4.54亿,-9713.63万,0.0,0.0,0.0,0.0,261.73亿
2021-06-25,262.70亿,5.01亿,3.20亿,1.80亿,0.0,0.0,0.0,0.0,262.70亿
2021-06-24,260.89亿,2.95亿,1.97亿,9864.00万,0.0,0.0,0.0,0.0,260.89亿
2021-06-23,259.91亿,3.20亿,2.55亿,6490.22万,0.0,0.0,0.0,0.0,259.91亿
2021-07-01,260.57亿,2.09亿,3.31亿,-1.22亿,0.0,0.0,0.0,0.0,260.57亿
2021-06-30,261.79亿,1.96亿,1.65亿,3157.60万,0.0,0.0,0.0,0.0,261.79亿
2021-06-29,261.47亿,3.04亿,3.29亿,-2514.51万,0.0,0.0,0.0,0.0,261.47亿
2021-07-07,265.78亿,8.31亿,6.03亿,2.28亿,0.0,0.0,0.0,0.0,265.78亿
2021-07-06,263.50亿,3.72亿,1.87亿,1.85亿,0.0,0.0,0.0,0.0,263.50亿
2021-07-05,261.65亿,3.59亿,2.79亿,7976.04万,0.0,0.0,0.0,0.0,261.65亿
2021-07-02,260.85亿,3.03亿,2.75亿,2812.54万,0.0,0.0,0.0,0.0,260.85亿
2021-07-12,268.18亿,4.68亿,2.92亿,1.76亿,0.0,0.0,0.0,0.0,268.18亿
2021-07-09,266.42亿,6.86亿,6.37亿,4906.54万,0.0,0.0,0.0,0.0,266.42亿
2021-07-08,265.93亿,8.66亿,8.51亿,1533.05万,0.0,0.0,0.0,0.0,265.93亿
2021-07-20,274.92亿,5.57亿,5.33亿,2336.31万,0.0,0.0,0.0,0.0,274.92亿
2021-07-19,274.69亿,4.86亿,3.50亿,1.36亿,0.0,0.0,0.0,0.0,274.69亿
2021-07-16,273.33亿,3.31亿,3.47亿,-1601.69万,0.0,0.0,0.0,0.0,273.33亿
2021-07-15,273.49亿,4.90亿,3.06亿,1.84亿,0.0,0.0,0.0,0.0,273.49亿
2021-07-14,271.65亿,4.17亿,2.50亿,1.67亿,0.0,0.0,0.0,0.0,271.65亿
2021-07-13,269.98亿,7.22亿,5.42亿,1.80亿,0.0,0.0,0.0,0.0,269.98亿
2021-07-28,281.67亿,4.87亿,4.97亿,-996.44万,0.0,0.0,0.0,0.0,281.67亿
2021-07-27,281.77亿,3.88亿,3.52亿,3569.51万,0.0,0.0,0.0,0.0,281.77亿
2021-07-26,281.41亿,4.27亿,3.18亿,1.10亿,0.0,0.0,0.0,0.0,281.41亿
2021-07-23,280.32亿,4.81亿,4.22亿,5886.14万,0.0,0.0,0.0,0.0,280.32亿
2021-07-22,279.73亿,6.03亿,3.78亿,2.25亿,0.0,0.0,0.0,0.0,279.73亿
2021-07-21,277.48亿,7.82亿,5.26亿,2.56亿,0.0,0.0,0.0,0.0,277.48亿
2021-07-29,280.74亿,2.52亿,3.45亿,-9306.20万,0.0,0.0,0.0,0.0,280.74亿
2021-07-30,279.58亿,3.35亿,4.52亿,-1.16亿,0.0,0.0,0.0,0.0,279.58亿
2021-08-02,280.23亿,3.12亿,2.46亿,6579.84万,0.0,0.0,0.0,0.0,280.23亿
2021-08-04,281.59亿,5.06亿,3.82亿,1.23亿,0.0,0.0,0.0,0.0,281.59亿
2021-08-03,280.35亿,2.54亿,2.42亿,1204.56万,0.0,0.0,0.0,0.0,280.35亿
2021-08-05,282.58亿,5.90亿,4.91亿,9913.61万,0.0,0.0,0.0,0.0,282.58亿
2021-08-06,284.80亿,7.22亿,5.00亿,2.22亿,0.0,0.0,0.0,0.0,284.80亿
2021-08-09,285.87亿,5.13亿,4.06亿,1.07亿,0.0,0.0,0.0,0.0,285.87亿
2021-08-12,290.69亿,3.13亿,3.39亿,-2629.41万,0.0,0.0,0.0,0.0,290.69亿
2021-08-11,290.95亿,4.48亿,2.48亿,2.00亿,0.0,0.0,0.0,0.0,290.95亿
2021-08-10,288.95亿,9.27亿,6.19亿,3.08亿,0.0,0.0,0.0,0.0,288.95亿
2021-08-19,291.63亿,3.77亿,3.80亿,-210.25万,0.0,0.0,0.0,0.0,291.63亿
2021-08-18,291.65亿,7.56亿,9.98亿,-2.41亿,0.0,0.0,0.0,0.0,291.65亿
2021-08-17,294.06亿,4.72亿,5.11亿,-3969.40万,0.0,0.0,0.0,0.0,294.06亿
2021-08-16,294.46亿,5.11亿,2.29亿,2.81亿,0.0,0.0,0.0,0.0,294.46亿
2021-08-13,291.65亿,2.86亿,1.90亿,9564.60万,0.0,0.0,0.0,0.0,291.65亿
2021-08-20,296.36亿,7.84亿,3.11亿,4.73亿,0.0,0.0,0.0,0.0,296.36亿
2021-08-23,296.98亿,4.47亿,3.85亿,6146.77万,0.0,0.0,0.0,0.0,296.98亿
2021-08-24,296.11亿,4.32亿,5.19亿,-8658.16万,0.0,0.0,0.0,0.0,296.11亿
2021-08-25,295.75亿,2.68亿,3.04亿,-3589.79万,0.0,0.0,0.0,0.0,295.75亿
2021-08-26,297.78亿,6.39亿,4.36亿,2.03亿,0.0,0.0,0.0,0.0,297.78亿
2021-09-02,303.86亿,2.46亿,1.52亿,9374.12万,0.0,0.0,0.0,0.0,303.86亿
2021-09-01,302.92亿,3.44亿,1.91亿,1.53亿,0.0,0.0,0.0,0.0,302.92亿
2021-08-31,301.39亿,5.41亿,4.47亿,9432.37万,0.0,0.0,0.0,0.0,301.39亿
2021-08-30,300.45亿,7.76亿,4.82亿,2.93亿,0.0,0.0,0.0,0.0,300.45亿
2021-08-27,297.52亿,3.19亿,3.45亿,-2675.99万,0.0,0.0,0.0,0.0,297.52亿
2021-09-06,305.88亿,4.17亿,2.43亿,1.73亿,0.0,0.0,0.0,0.0,305.88亿
2021-09-03,304.15亿,3.46亿,3.17亿,2880.32万,0.0,0.0,0.0,0.0,304.15亿
2021-09-08,306.69亿,3.96亿,2.48亿,1.48亿,0.0,0.0,0.0,0.0,306.69亿
2021-09-07,305.21亿,2.24亿,2.91亿,-6708.65万,0.0,0.0,0.0,0.0,305.21亿
2021-09-16,302.24亿,8860.89万,2.43亿,-1.54亿,0.00,0.00,0.00,0.00,302.24亿
2021-09-15,303.78亿,8081.69万,9469.80万,-1388.11万,0.00,0.00,0.00,0.00,303.78亿
2021-09-14,303.92亿,1.73亿,3.34亿,-1.62亿,0.00,0.00,0.00,0.00,303.92亿
2021-09-13,305.54亿,2.23亿,2.31亿,-752.98万,0.00,0.00,0.00,0.00,305.54亿
2021-09-10,305.61亿,1.78亿,1.59亿,1911.64万,0.00,0.00,0.00,0.00,305.61亿
2021-09-09,305.42亿,1.80亿,3.07亿,-1.27亿,0.00,0.00,0.00,0.00,305.42亿
